tag_code,mark_file_name,site_name,first_time_value,last_time_value,first_antenna_group_name,last_antenna_group_name,release_date_mmddyyyy,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,release_site_name,mark_date_mmddyyyy,mark_site_name,mark_site_code_value,mark_year_yyyy,site_code_value,srr_code,srr_name,count,mark_month,brood_yr,spawn_yr,TRT
3DD.00774C9DDD,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-03-24T20:59:00Z,2017-03-24T21:02:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774C9F14,BDL14037.W41,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T22:40:00Z,2017-02-20T22:40:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CAF5B,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-18T23:01:00Z,2017-02-18T23:02:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CAF5B,BDL14036.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-02-19T09:23:00Z,2017-02-19T09:23:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CBA04,BDL14037.W32,SC1 - Lower SF Clearwater R at rkm 1,2016-10-31T14:03:00Z,2016-10-31T15:03:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CBF8A,BDL14036.W42,SC1 - Lower SF Clearwater R at rkm 1,2016-11-01T13:46:00Z,2017-02-14T18:03:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CBF8A,BDL14036.W42,SC2 - Lower SF Clearwater R at rkm 2,2017-02-15T17:16:00Z,2017-02-15T17:16:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CBFEA,BDL14037.W44,SC1 - Lower SF Clearwater R at rkm 1,2016-11-15T23:21:00Z,2017-02-19T17:50:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CBFEA,BDL14037.W44,SC2 - Lower SF Clearwater R at rkm 2,2017-02-19T19:21:00Z,2017-02-19T19:21:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CC3DA,BDL14037.W41,SC1 - Lower SF Clearwater R at rkm 1,2017-04-07T10:24:00Z,2017-04-07T10:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CC5DD,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-03-01T20:36:00Z,2017-03-01T20:36:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CC81B,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-02-17T19:29:00Z,2017-02-17T19:32:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CC81B,BDL14036.W32,SC2 - Lower SF Clearwater R at rkm 2,2017-02-18T18:30:00Z,2017-02-18T18:30:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CDEFF,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T21:41:00Z,2017-02-20T22:40:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CE149,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T14:26:00Z,2017-02-22T15:26:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CE149,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-02-22T19:06:00Z,2017-02-22T19:06:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CE6ED,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T11:41:00Z,2017-02-22T11:41:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CE6ED,BDL14036.W12,SC2 - Lower SF Clearwater R at rkm 2,2017-02-22T14:09:00Z,2017-02-22T14:09:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CE73D,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T15:57:00Z,2017-02-20T16:00:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774CFBB8,BDL14037.W41,SC1 - Lower SF Clearwater R at rkm 1,2016-10-22T19:27:00Z,2016-10-22T20:39:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D0BB5,BDL14037.W24,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T18:27:00Z,2017-02-20T18:27:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D0BD9,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-02-19T11:14:00Z,2017-02-19T11:14:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D1053,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T11:03:00Z,2017-02-21T12:07:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D1378,BDL14037.W44,SC1 - Lower SF Clearwater R at rkm 1,2017-03-03T18:10:00Z,2017-03-24T02:46:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D13DB,BDL14036.W12,SC1 - Lower SF Clearwater R at rkm 1,2016-11-16T14:40:00Z,2017-02-16T15:34:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D13DB,BDL14036.W12,SC2 - Lower SF Clearwater R at rkm 2,2017-02-17T18:08:00Z,2017-02-17T18:08:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D1437,BDL14037.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-02-16T12:49:00Z,2017-02-16T12:49:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D15E9,BDL14036.W12,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T14:54:00Z,2017-02-20T14:54:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D1CDE,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T16:02:00Z,2017-02-19T16:02:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D2145,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-02-21T21:17:00Z,2017-02-22T07:32:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D3666,BDL14036.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T14:10:00Z,2017-02-19T14:10:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D3666,BDL14036.W43,SC2 - Lower SF Clearwater R at rkm 2,2017-02-19T17:56:00Z,2017-02-19T17:56:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D3D1C,BDL14037.W24,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T11:46:00Z,2017-02-20T12:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D46AA,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-02-14T18:51:00Z,2017-02-14T19:05:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D46AA,BDL14036.W32,SC2 - Lower SF Clearwater R at rkm 2,2017-02-15T19:53:00Z,2017-02-15T19:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D5ABB,BDL14036.W23,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T16:43:00Z,2017-02-22T17:45:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D5AD2,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-03-02T23:47:00Z,2017-03-03T00:12:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D5F1F,BDL14037.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T14:15:00Z,2017-02-20T15:24:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D5F1F,BDL14037.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T17:51:00Z,2017-02-20T17:51:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D6713,BDL14037.W21,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T15:28:00Z,2017-02-22T15:28:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7000,BDL14036.W22,SC1 - Lower SF Clearwater R at rkm 1,2017-02-22T09:39:00Z,2017-02-22T09:39:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7000,BDL14036.W22,SC2 - Lower SF Clearwater R at rkm 2,2017-02-22T13:10:00Z,2017-02-22T14:12:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7048,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-03-02T01:51:00Z,2017-03-02T02:53:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7048,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-03-02T07:17:00Z,2017-03-02T13:43:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D72D3,BDL14037.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T08:05:00Z,2017-02-20T09:04:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D75EC,BDL14036.W31,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T10:50:00Z,2017-02-20T10:50:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D75EC,BDL14036.W31,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T14:03:00Z,2017-02-20T14:03:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7CB6,BDL14037.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T08:13:00Z,2017-02-19T08:13:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7E15,BDL14037.W11,SC1 - Lower SF Clearwater R at rkm 1,2017-03-03T00:51:00Z,2017-03-03T00:51:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7E15,BDL14037.W11,SC2 - Lower SF Clearwater R at rkm 2,2017-03-03T13:37:00Z,2017-03-03T13:37:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/17/2014,3,Steelhead,2,Summer,H,Hatchery Reared,NEWSOC - Newsome Creek,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7E18,BDL14036.W33,SC1 - Lower SF Clearwater R at rkm 1,2017-02-20T07:53:00Z,2017-02-20T07:54:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D7E18,BDL14036.W33,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T11:03:00Z,2017-05-05T17:26:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D81A5,BDL14036.W32,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T06:57:00Z,2017-02-21T07:57:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D869D,BDL14037.W23,SC1 - Lower SF Clearwater R at rkm 1,2017-03-04T04:00:00Z,2017-03-04T04:00:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D94B6,BDL14037.W44,SC1 - Lower SF Clearwater R at rkm 1,2017-02-21T19:05:00Z,2017-02-21T19:05:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D9720,BDL14037.W34,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T22:14:00Z,2017-02-19T22:14:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D9720,BDL14037.W34,SC2 - Lower SF Clearwater R at rkm 2,2017-02-20T02:07:00Z,2017-02-20T02:07:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774D9FE0,BDL14037.W43,SC1 - Lower SF Clearwater R at rkm 1,2017-02-19T19:19:00Z,2017-02-19T19:19:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/14/2014,3,Steelhead,2,Summer,H,Hatchery Reared,CLWRSF - South Fork Clearwater River,2014-02-06,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DA5FB,BDL14036.W23,SC1 - Lower SF Clearwater R at rkm 1,2017-02-14T18:58:00Z,2017-02-14T18:59:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DA5FB,BDL14036.W23,SC2 - Lower SF Clearwater R at rkm 2,2017-04-11T14:38:00Z,2017-04-11T14:46:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DAC85,BDL14036.W13,SC1 - Lower SF Clearwater R at rkm 1,2017-03-02T18:22:00Z,2017-03-02T18:22:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC1,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
3DD.00774DAC85,BDL14036.W13,SC2 - Lower SF Clearwater R at rkm 2,2017-03-02T20:32:00Z,2017-03-02T20:32:00Z,INSTREAM ARRAY,INSTREAM ARRAY,4/16/2014,3,Steelhead,2,Summer,H,Hatchery Reared,"MEAD2C - Meadow Creek, South Fork Clearwater",2014-02-05,CLWH - Clearwater Hatchery,CLWH,2014,SC2,32H,Hat. Summer Steelhead,1,2,2013,2017,CRSFC-s
